Date,2014/4/25 15:20
Script,FracBack_OSX
Version,EDC042314
Block,Miniblock,Trial,Type,Cue,IsMatch,KeyPressed,Acc,Rt_us,CueDuration_us,ITIDuration_us,BlockOnset_us,MiniBlockOnset_us,CueOnset_us,ITIOnset_us,EventCodeSequence
Date,2014/4/25 15:24
Script,FracBack_OSX
Version,EDC042314
Block,Miniblock,Trial,Type,Cue,IsMatch,KeyPressed,Acc,Rt_us,CueDuration_us,ITIDuration_us,BlockOnset_us,MiniBlockOnset_us,CueOnset_us,ITIOnset_us,EventCodeSequence
Date,2014/4/25 15:25
Script,FracBack_OSX
Version,EDC042314
Block,Miniblock,Trial,Type,Cue,IsMatch,KeyPressed,Acc,Rt_us,CueDuration_us,ITIDuration_us,BlockOnset_us,MiniBlockOnset_us,CueOnset_us,ITIOnset_us,EventCodeSequence
Date,2014/4/25 15:35
Script,FracBack_OSX
Version,EDC042314
Block,Miniblock,Trial,Type,Cue,IsMatch,KeyPressed,Acc,Rt_us,CueDuration_us,ITIDuration_us,BlockOnset_us,MiniBlockOnset_us,CueOnset_us,ITIOnset_us,EventCodeSequence
1,12,0,3,REST,0,,0,0,0,0,508.9095,883.9344,0,0,50
Date,2014/4/25 15:46
Script,FracBack_OSX
Version,EDC042314
Block,Miniblock,Trial,Type,Cue,IsMatch,KeyPressed,Acc,Rt_us,CueDuration_us,ITIDuration_us,BlockOnset_us,MiniBlockOnset_us,CueOnset_us,ITIOnset_us,EventCodeSequence
Date,2014/4/25 15:46
Script,FracBack_OSX
Version,EDC042314
Block,Miniblock,Trial,Type,Cue,IsMatch,KeyPressed,Acc,Rt_us,CueDuration_us,ITIDuration_us,BlockOnset_us,MiniBlockOnset_us,CueOnset_us,ITIOnset_us,EventCodeSequence
2,1,1,2,H,FALSE,,-1,0,0.5,1.4795,1132.5473,1144.5677,1144.5677,1145.0677,22  43
2,1,2,2,L,FALSE,1!,0,0.49124,0.26667,1.4795,1132.5473,1144.5677,1146.8011,1147.0677,22  42
2,1,3,2,P,FALSE,,-1,0,0.50001,1.4795,1132.5473,1144.5677,1148.5677,1149.0678,22  43
2,1,4,2,D,FALSE,2@,1,0.66655,0.49999,1.4795,1132.5473,1144.5677,1150.5677,1151.0677,22  41
2,1,5,2,P,TRUE,1!,1,0.41158,0.50001,1.4795,1132.5473,1144.5677,1152.5677,1153.0678,21  41
2,1,6,2,D,TRUE,2@,0,0.39926,0.50001,1.4795,1132.5473,1144.5677,1154.5677,1155.0678,21  42
2,1,7,2,K,FALSE,,-1,0,0.51666,1.4629,1132.5473,1144.5677,1156.5678,1157.0844,22  43
2,1,8,2,S,FALSE,2@,1,0.49085,0.5,1.4795,1132.5473,1144.5677,1158.5678,1159.0678,22  41
2,1,9,2,K,TRUE,2@,0,0.46402,0.5,1.4795,1132.5473,1144.5677,1160.5678,1161.0678,21  42
2,1,10,2,Q,FALSE,2@,1,0.47468,0.51666,1.4629,1132.5473,1144.5677,1162.5678,1163.0844,22  41
2,1,11,2,F,FALSE,2@,1,0.7508,0.49999,1.4795,1132.5473,1144.5677,1164.5678,1165.0677,22  41
2,1,12,2,Q,TRUE,1!,1,0.43838,0.5,1.4795,1132.5473,1144.5677,1166.5677,1167.0677,21  41
2,1,13,2,F,TRUE,2@,0,0.32438,0.5,1.4795,1132.5473,1144.5677,1168.5678,1169.0678,21  42
2,1,14,2,S,FALSE,,-1,0,0.49999,1.4795,1132.5473,1144.5677,1170.5678,1171.0677,22  43
2,1,15,2,W,FALSE,2@,1,0.69962,0.5,1.4795,1132.5473,1144.5677,1172.5678,1173.0678,22  41
2,2,1,1,T,FALSE,,-1,0,0.49999,1.4795,1132.5473,1177.5678,1177.5678,1178.0678,22  43
2,2,2,1,T,TRUE,2@,0,0.48706,0.51666,1.4629,1132.5473,1177.5678,1179.5677,1180.0844,21  42
2,2,3,1,H,FALSE,2@,1,0.39714,0.49999,1.4795,1132.5473,1177.5678,1181.5677,1182.0677,22  41
2,2,4,1,C,FALSE,2@,1,0.52285,0.5,1.4795,1132.5473,1177.5678,1183.5677,1184.0677,22  41
2,2,5,1,M,FALSE,2@,1,0.48061,0.51666,1.4629,1132.5473,1177.5678,1185.5678,1186.0844,22  41
2,2,6,1,M,TRUE,2@,0,0.58727,0.50001,1.4795,1132.5473,1177.5678,1187.5677,1188.0678,21  42
2,2,7,1,N,FALSE,,-1,0,0.49999,1.4795,1132.5473,1177.5678,1189.5678,1190.0677,22  43
2,2,8,1,Z,FALSE,2@,1,0.4203,0.49999,1.4795,1132.5473,1177.5678,1191.5678,1192.0677,22  41
2,2,9,1,Z,TRUE,,-1,0,0.49999,1.4795,1132.5473,1177.5678,1193.5677,1194.0677,21  43
2,2,10,1,R,FALSE,2@,1,0.43381,0.49999,1.4795,1132.5473,1177.5678,1195.5677,1196.0677,22  41
2,2,11,1,R,TRUE,2@,0,0.55323,0.49999,1.4795,1132.5473,1177.5678,1197.5678,1198.0677,21  42
2,2,12,1,W,FALSE,2@,1,0.48379,0.5,1.4795,1132.5473,1177.5678,1199.5678,1200.0678,22  41
2,2,13,1,V,FALSE,2@,1,0.5101,0.49999,1.4795,1132.5473,1177.5678,1201.5678,1202.0677,22  41
