0,1.5,119.25,0,0
2,2.5,120.75,2,0
0,1.5,123.25,1,0
2,1.25,124.75,2,0
0,1.5,126,0,0
2,1,127.5,2,0
0,1.5,128.5,0,0
2,0.875,130,2,0
0,1.5,130.88,1,0
2,1.5,132.38,2,0
0,1.5,133.88,1,0
2,0.75,135.38,2,0
0,1.5,136.12,0,0
2,1.375,137.62,2,0
0,1.5,139,1,0
2,1.75,140.5,2,0
1,1.5,142.25,1,2
2,1.125,143.75,2,0
0,1.5,144.88,0,0
2,0.5,146.38,2,0
1,1.5,146.88,0,1
2,1.5,148.38,2,0
1,1.5,149.88,0,2
2,1.25,151.38,2,0
1,1.5,152.62,1,1
2,3.875,154.12,2,0
0,1.5,158,1,0
2,1,159.5,2,0
0,1.5,160.5,0,0
2,2.125,162,2,0
0,1.5,164.12,1,0
2,2.625,165.62,2,0
0,1.5,168.25,0,0
2,0.5,169.75,2,0
0,1.5,170.25,1,0
2,0.625,171.75,2,0
0,1.5,172.38,0,0
2,1.125,173.88,2,0
0,1.5,175,0,0
2,0.75,176.5,2,0
0,1.5,177.25,1,0
2,1.875,178.75,2,0
0,1.5,180.62,0,0
2,0.5,182.12,2,0
0,1.5,182.62,1,0
2,0.875,184.12,2,0
1,1.5,185,0,2
2,3.375,186.5,2,0
1,1.5,189.88,1,1
2,2,191.38,2,0
0,1.5,193.38,1,0
2,1.5,194.88,2,0
0,1.5,196.38,0,0
2,0.625,197.88,2,0
1,1.5,198.5,0,1
2,1.375,200,2,0
0,1.5,201.38,0,0
2,2.75,202.88,2,0
1,1.5,205.62,1,2
2,2,207.12,2,0
0,1.5,209.12,0,0
2,0.875,210.62,2,0
0,1.5,211.5,1,0
2,1.5,213,2,0
0,1.5,214.5,1,0
2,1.375,216,2,0
0,1.5,217.38,0,0
2,0.625,218.88,2,0
0,1.5,219.5,1,0
2,0.5,221,2,0
0,1.5,221.5,1,0
2,0.75,223,2,0
0,1.5,223.75,1,0
2,0.5,225.25,2,0
0,1.5,225.75,0,0
2,0.5,227.25,2,0
0,1.5,227.75,1,0
2,1.375,229.25,2,0
1,1.5,230.62,0,1
2,2.875,232.12,2,0
0,1.5,235,0,0
2,2.25,236.5,2,0
1,1.5,238.75,1,2
2,0.75,240.25,2,0
0,1.5,241,0,0
2,1,242.5,2,0
0,1.5,243.5,1,0
2,0.875,245,2,0
0,1.5,245.88,0,0
2,1,247.38,2,0
0,1.5,248.38,0,0
2,0.875,249.88,2,0
0,1.5,250.75,0,0
2,1.125,252.25,2,0
0,1.5,253.38,1,0
2,0.5,254.88,2,0
0,1.5,255.38,1,0
2,2.25,256.88,2,0
1,1.5,259.12,0,2
2,0.5,260.62,2,0
1,1.5,261.12,1,1
2,1.125,262.62,2,0
1,1.5,263.75,1,1
2,1.5,265.25,2,0
1,1.5,266.75,0,2
2,0.75,268.25,2,0
0,1.5,269,1,0
2,1.125,270.5,2,0
0,1.5,271.62,1,0
2,0.75,273.12,2,0
0,1.5,273.88,0,0
2,2,275.38,2,0
0,1.5,277.38,0,0
2,1.25,278.88,2,0
0,1.5,280.12,0,0
2,0.625,281.62,2,0
0,1.5,282.25,1,0
2,0.625,283.75,2,0
0,1.5,284.38,1,0
2,1,285.88,2,0
1,1.5,286.88,0,2
2,0.5,288.38,2,0
0,1.5,288.88,0,0
2,1.75,290.38,2,0
0,1.5,292.12,0,0
2,0.5,293.62,2,0
0,1.5,294.12,1,0
2,2.25,295.62,2,0
0,1.5,297.88,1,0
2,0.75,299.38,2,0
0,1.5,300.12,0,0
2,3.375,301.62,2,0
1,1.5,305,1,1
2,1.25,306.5,2,0
0,1.5,307.75,0,0
2,0.75,309.25,2,0
0,1.5,310,0,0
2,1.5,311.5,2,0
1,1.5,313,1,1
2,1.125,314.5,2,0
0,1.5,315.62,0,0
2,0.75,317.12,2,0
1,1.5,317.88,0,2
2,0.875,319.38,2,0
0,1.5,320.25,1,0
2,0.875,321.75,2,0
0,1.5,322.62,1,0
2,0.75,324.12,2,0
0,1.5,324.88,1,0
2,0.5,326.38,2,0
1,1.5,326.88,0,1
2,2.125,328.38,2,0
0,1.5,330.5,0,0
2,2.25,332,2,0
0,1.5,334.25,0,0
2,1.875,335.75,2,0
1,1.5,337.62,1,2
2,1.25,339.12,2,0
0,1.5,340.38,1,0
2,1,341.88,2,0
0,1.5,342.88,1,0
2,2.25,344.38,2,0
0,1.5,346.62,0,0
2,1.375,348.12,2,0
0,1.5,349.5,1,0
2,0.875,351,2,0
